x,y,z
-7.454531485169570981e-01,9.760600947028089669e-01,1.474020612754556314e-02
-7.499580555228551049e-01,9.795817273926665791e-01,1.411648150626082510e-02
-7.537476527965041306e-01,9.800206107028149871e-01,1.446075444304867341e-02
-7.566329154880917507e-01,9.832218050754769623e-01,1.399345450841399385e-02
-7.611170321200038114e-01,9.863493216410518238e-01,1.323741619509566370e-02
-7.653279412926767833e-01,9.888486472553316142e-01,1.244954091655414707e-02
-1.294536417678004980e-01,7.523673151741486764e-01,5.548238256958218373e-02
1.357602952182832556e+00,1.548650923802754598e-01,3.235523943858628071e-01
1.358869590615123801e+00,1.514223264057568130e-01,3.235666931196822249e-01
1.359380176404424878e+00,1.480290062404658324e-01,3.232410209558101988e-01
1.359873347815614641e+00,1.446479669562618087e-01,3.237563929510230420e-01
1.360502347844130488e+00,1.416043151330010907e-01,3.235705268135941060e-01
-1.412656647019922274e-01,7.433443913111048573e-01,5.481712127768578746e-02
1.360497066146827860e+00,1.363813608692354129e-01,3.235395045179808027e-01
1.360198056232901020e+00,1.338648051422594021e-01,3.236075893702696771e-01
-1.462320009252339736e-01,7.416543199015935839e-01,5.476354728110222059e-02
-1.475340265011206853e-01,7.417402380432274178e-01,5.470628391406934243e-02
-1.490580113721997890e-01,7.422150374559774999e-01,5.474297482193205000e-02
-1.504807195097573325e-01,7.407794966381714419e-01,5.503872779213137001e-02
1.359152979333412503e+00,1.231477668809822790e-01,3.235847075692834807e-01
1.358829048666871486e+00,1.221843025491508028e-01,3.230497294006842712e-01
1.357121651119278072e+00,1.240602070962722459e-01,3.203443981635534232e-01
4.842339872621885810e-01,4.563936946826820940e-01,9.945759801330505967e-02
-1.544970483269543227e-01,7.387927163409928610e-01,5.636248156291140399e-02
4.819144115742366452e-01,4.514625547110284742e-01,9.902323992078837511e-02
4.808298995750774907e-01,4.493480424849949362e-01,9.918379740312782689e-02
4.795402356353810625e-01,4.472629138744603772e-01,9.894455588543465963e-02
4.785161932626001424e-01,4.453642156198959201e-01,9.881808156354537909e-02
4.771515967952660864e-01,4.433732967213953602e-01,9.863433371402602345e-02
4.757248787201962537e-01,4.414663205919280298e-01,9.837914589215762673e-02
4.747281302072364206e-01,4.400780619647571834e-01,9.850029412109334581e-02
4.729941015811391924e-01,4.389634593949474084e-01,9.866173977406578199e-02
4.720024785890363783e-01,4.375174856490808839e-01,9.812697928981123363e-02
4.702016766438293360e-01,4.367894630823778712e-01,9.830959088286250758e-02
4.691817216346041430e-01,4.361680050188313507e-01,9.843184366330937074e-02
4.675886953486846909e-01,4.351334585015190770e-01,9.812171824691534594e-02
4.664998876267364980e-01,4.344191033917218503e-01,9.803766833191113195e-02
4.655360105480662591e-01,4.336590825999512289e-01,9.826201426297348496e-02
4.641486019640838623e-01,4.331577431222132235e-01,9.822656749972435986e-02
4.631295970582335886e-01,4.326531289543861236e-01,9.831318456599613675e-02
4.619781100536840546e-01,4.322669275807126121e-01,9.860037068672972138e-02
4.609624660419512909e-01,4.317356736791376770e-01,9.850862295987139472e-02
4.601326059845136651e-01,4.308655754997032794e-01,9.799908616948715956e-02
4.597243945323468695e-01,4.305339292576565446e-01,9.848443376282478567e-02
4.590787144459662628e-01,4.297396286297403556e-01,9.825874312222165896e-02
4.589556409425068484e-01,4.290278980478320348e-01,9.824171178336871257e-02
4.576051798421375549e-01,4.285836428190037406e-01,9.815028658416369289e-02
4.579045857963359167e-01,4.277424282880917250e-01,9.820554421769639442e-02
4.575807458684386653e-01,4.271519761400301984e-01,9.826443688599195703e-02
4.568291557611016129e-01,4.265966078419850538e-01,9.818560314174379355e-02
4.566700562852792911e-01,4.258046693525684434e-01,9.827976118302178543e-02
4.562906665468237644e-01,4.253699389451630619e-01,9.830779622028629205e-02
4.563456941086070917e-01,4.245837246353253436e-01,9.821777821649319007e-02
4.567490846304277374e-01,4.238931448841102290e-01,9.820893485444737170e-02
4.562797725842127061e-01,4.236715208873069738e-01,9.831437943151877246e-02
4.564960191869439354e-01,4.231701295653537143e-01,9.829911952173259193e-02
4.567846187844145645e-01,4.232872707061597906e-01,9.885224106598217153e-02
4.574058573515370485e-01,4.227876022189406280e-01,9.865792618864349661e-02
4.576000950760220620e-01,4.226149962503890078e-01,9.883583066009454798e-02
4.582250201404939882e-01,4.221859303411003017e-01,9.859855613455043022e-02
4.586064540600651163e-01,4.221076684901614584e-01,9.877068622164214551e-02
4.585901813329738563e-01,4.223644665336325765e-01,9.892344055924945367e-02
4.593614966424268142e-01,4.221427645347552993e-01,9.902592795587639163e-02
4.598285557057262274e-01,4.220133287607088501e-01,9.895668753219505342e-02
4.607440106906737221e-01,4.217882918976564310e-01,9.897310160498723475e-02
4.612708588975975577e-01,4.218406468903995732e-01,9.914531164816664521e-02
4.611949675555810924e-01,4.218396344303321222e-01,9.919614486129119113e-02
